   1.1759056e+02   3.1609805e+01   2.2207000e+01
   1.1760764e+02   3.1962313e+01   2.7714000e+01
   0.0000000e+00  -1.5929647e-03  -1.5929647e-03
   2.0000000e-02   4.1034713e-04  -4.2752802e-03
   4.0000000e-02   1.6105429e-03  -7.4309520e-03
   6.0000000e-02   2.0147046e-03  -1.0781848e-02
   8.0000000e-02   1.7737378e-03  -1.3914659e-02
   1.0000000e-01   1.1130980e-03  -1.6305455e-02
   1.2000000e-01   1.8442861e-04  -1.7524667e-02
   1.4000000e-01  -1.0607926e-03  -1.7423884e-02
   1.6000000e-01  -2.8349314e-03  -1.6146482e-02
   1.8000000e-01  -5.2830270e-03  -1.4040834e-02
   2.0000000e-01  -8.2537884e-03  -1.1565085e-02
   2.2000000e-01  -1.1305103e-02  -9.1915356e-03
   2.4000000e-01  -1.3904020e-02  -7.3048531e-03
   2.6000000e-01  -1.5628879e-02  -6.0903729e-03
   2.8000000e-01  -1.6280643e-02  -5.4573355e-03
   3.0000000e-01  -1.5885128e-02  -5.0640529e-03
   3.2000000e-01  -1.4626102e-02  -4.4341977e-03
   3.4000000e-01  -1.2796950e-02  -3.1015435e-03
   3.6000000e-01  -1.0756395e-02  -7.5032595e-04
   3.8000000e-01  -8.8289983e-03   2.6529279e-03
   4.0000000e-01  -7.2192673e-03   6.7866552e-03
   4.2000000e-01  -6.0173066e-03   1.1047351e-02
   4.4000000e-01  -5.2417711e-03   1.4767630e-02
   4.6000000e-01  -4.8492481e-03   1.7459591e-02
   4.8000000e-01  -4.7289177e-03   1.8957941e-02
   5.0000000e-01  -4.7188773e-03   1.9426227e-02
   5.2000000e-01  -4.6426120e-03   1.9241421e-02
   5.4000000e-01  -4.3730575e-03   1.8805410e-02
   5.6000000e-01  -3.9046672e-03   1.8374227e-02
   5.8000000e-01  -3.3517219e-03   1.7957088e-02
   6.0000000e-01  -2.8548266e-03   1.7337932e-02
   6.2000000e-01  -2.4897307e-03   1.6283377e-02
   6.4000000e-01  -2.2482715e-03   1.4810088e-02
   6.6000000e-01  -2.0700292e-03   1.3252692e-02
   6.8000000e-01  -1.8867191e-03   1.2051129e-02
   7.0000000e-01  -1.6504328e-03   1.1434747e-02
   7.2000000e-01  -1.3169624e-03   1.1261275e-02
   7.4000000e-01  -7.8969700e-04   1.1106829e-02
   7.6000000e-01   1.3237889e-04   1.0469636e-02
   7.8000000e-01   1.7331279e-03   8.9254159e-03
   8.0000000e-01   4.2380978e-03   6.2293667e-03
   8.2000000e-01   7.6290217e-03   2.3960273e-03
   8.4000000e-01   1.1566948e-02  -2.2825389e-03
   8.6000000e-01   1.5467615e-02  -7.2777932e-03
   8.8000000e-01   1.8647469e-02  -1.1896215e-02
   9.0000000e-01   2.0487338e-02  -1.5396083e-02
   9.2000000e-01   2.0602497e-02  -1.7150229e-02
   9.4000000e-01   1.8975937e-02  -1.6837116e-02
   9.6000000e-01   1.6012533e-02  -1.4561003e-02
   9.8000000e-01   1.2488416e-02  -1.0765676e-02
   1.0000000e+00   9.3489547e-03  -6.0176258e-03
   1.0200000e+00   7.3794034e-03  -8.4462016e-04
   1.0400000e+00   6.9244797e-03   4.3368778e-03
   1.0600000e+00   7.8387527e-03   9.2339829e-03
   1.0800000e+00   9.6532810e-03   1.3621850e-02
   1.1000000e+00   1.1770323e-02   1.7272649e-02
   1.1200000e+00   1.3581043e-02   1.9932273e-02
   1.1400000e+00   1.4584941e-02   2.1336659e-02
   1.1600000e+00   1.4525772e-02   2.1289967e-02
   1.1800000e+00   1.3401366e-02   1.9825950e-02
   1.2000000e+00   1.1331425e-02   1.7327942e-02
   1.2200000e+00   8.4537192e-03   1.4448286e-02
   1.2400000e+00   4.9117081e-03   1.1855648e-02
   1.2600000e+00   8.5783071e-04   9.9872286e-03
   1.2800000e+00  -3.5399671e-03   8.8899400e-03
   1.3000000e+00  -8.0588144e-03   8.1375779e-03
   1.3200000e+00  -1.2357746e-02   6.9028492e-03
   1.3400000e+00  -1.5933069e-02   4.2725808e-03
   1.3600000e+00  -1.8194654e-02  -3.0152321e-04
   1.3800000e+00  -1.8703746e-02  -6.6821590e-03
   1.4000000e+00  -1.7394717e-02  -1.4055231e-02
   1.4200000e+00  -1.4590939e-02  -2.1214917e-02
   1.4400000e+00  -1.0875553e-02  -2.6917141e-02
   1.4600000e+00  -6.9589778e-03  -3.0188736e-02
   1.4800000e+00  -3.5307064e-03  -3.0563474e-02
   1.5000000e+00  -1.0567944e-03  -2.8178858e-02
   1.5200000e+00   4.1173041e-04  -2.3696542e-02
   1.5400000e+00   1.2995828e-03  -1.8125743e-02
   1.5600000e+00   2.3353689e-03  -1.2638896e-02
   1.5800000e+00   4.2105879e-03  -8.3395122e-03
   1.6000000e+00   7.2842970e-03  -5.9358626e-03
   1.6200000e+00   1.1449679e-02  -5.4546135e-03
   1.6400000e+00   1.6153332e-02  -6.2211895e-03
   1.6600000e+00   2.0576175e-02  -7.1653171e-03
   1.6800000e+00   2.3923115e-02  -7.2713026e-03
