117.794810     31.696889
117.519670     31.831082
0.200    1.880    0.000      1
0.300    1.900    0.000      1
0.400    1.960    0.000      1
0.500    2.000    0.000      1
0.600    1.960    0.000      1
0.700    1.900    0.000      1
0.800    1.960    0.000      1
0.900    2.020    0.000      1
1.000    2.080    0.000      1
1.100    2.080    0.000      1
1.200    2.080    0.000      1
1.300    2.120    0.000      1
1.400    2.220    0.000      1
1.500    2.280    0.000      1
1.600    2.320    0.000      1
1.700    2.380    0.000      1
1.800    2.420    0.000      1
1.900    2.480    0.000      1
2.000    2.520    0.000      1
2.100    2.560    0.000      1
2.200    2.600    0.000      1
2.300    2.600    0.000      1
2.400    2.600    0.000      1
2.500    2.600    0.000      1
2.600    2.620    0.000      1
2.700    2.660    0.000      1
2.800    2.701    0.000      1
2.900    2.741    0.000      1
3.000    2.781    0.000      1
3.100    2.821    0.000      1
3.200    2.841    0.000      1
3.300    2.881    0.000      1
3.400    2.921    0.000      1
3.500    2.961    0.000      1
3.600    3.001    0.000      1
3.700    3.041    0.000      1
3.800    3.081    0.000      1
3.900    3.102    0.000      1
4.000    3.122    0.000      1
4.100    3.142    0.000      1
4.200    3.162    0.000      1
4.300    3.162    0.000      1
4.400    3.142    0.000      1
4.500    3.122    0.000      1
4.600    3.062    0.000      1
4.700    3.002    0.000      1
4.800    2.942    0.000      1
4.900    2.902    0.000      1
5.000    2.882    0.000      1
