117.772760     31.881843
117.369500     31.719357
0.200    1.820    0.000      1
0.300    1.830    0.000      1
0.400    1.825    0.000      1
0.500    1.820    0.000      1
0.600    1.755    0.000      1
0.700    1.740    0.000      1
0.800    1.740    0.000      1
0.900    1.740    0.000      1
1.000    1.760    0.000      1
1.100    1.825    0.000      1
1.200    1.870    0.000      1
1.300    1.900    0.000      1
1.400    1.945    0.000      1
1.500    1.985    0.000      1
1.600    2.010    0.000      1
1.700    2.035    0.000      1
1.800    2.045    0.000      1
1.900    2.050    0.000      1
2.000    2.055    0.000      1
2.100    2.055    0.000      1
2.200    2.055    0.000      1
2.300    2.055    0.000      1
2.400    2.055    0.000      1
2.500    2.055    0.000      1
2.600    2.050    0.000      1
2.700    2.045    0.000      1
2.800    2.040    0.000      1
2.900    2.030    0.000      1
3.000    2.020    0.000      1
3.100    2.010    0.000      1
3.200    2.000    0.000      1
3.300    1.990    0.000      1
3.400    1.980    0.000      1
3.500    1.975    0.000      1
3.600    1.970    0.000      1
3.700    1.965    0.000      1
3.800    1.960    0.000      1
3.900    1.955    0.000      1
4.000    1.955    0.000      1
4.100    0.000    0.000      0
4.200    0.000    0.000      0
4.300    0.000    0.000      0
4.400    0.000    0.000      0
4.500    0.000    0.000      0
4.600    0.000    0.000      0
4.700    0.000    0.000      0
4.800    0.000    0.000      0
4.900    0.000    0.000      0
5.000    0.000    0.000      0
