117.369500     31.719357
117.480890     31.663457
0.200    1.320    0.000      1
0.300    1.300    0.000      1
0.400    1.300    0.000      1
0.500    1.300    0.000      1
0.600    1.300    0.000      1
0.700    1.300    0.000      1
0.800    1.300    0.000      1
0.900    1.280    0.000      1
1.000    1.260    0.000      1
1.100    1.240    0.000      1
1.200    1.240    0.000      1
1.300    1.260    0.000      1
1.400    1.260    0.000      1
1.500    1.300    0.000      1
1.600    1.340    0.000      1
1.700    1.380    0.000      1
1.800    1.400    0.000      1
1.900    1.400    0.000      1
2.000    1.420    0.000      1
2.100    1.420    0.000      1
2.200    1.440    0.000      1
2.300    1.440    0.000      1
2.400    1.460    0.000      1
2.500    1.460    0.000      1
2.600    1.460    0.000      1
2.700    1.460    0.000      1
2.800    1.460    0.000      1
2.900    1.460    0.000      1
3.000    1.460    0.000      1
3.100    1.460    0.000      1
3.200    1.460    0.000      1
3.300    1.460    0.000      1
3.400    1.460    0.000      1
3.500    1.460    0.000      1
3.600    1.460    0.000      1
3.700    1.480    0.000      1
3.800    1.480    0.000      1
3.900    1.520    0.000      1
4.000    1.540    0.000      1
4.100    1.580    0.000      1
4.200    1.640    0.000      1
4.300    1.700    0.000      1
4.400    1.780    0.000      1
4.500    0.000    0.000      0
4.600    0.000    0.000      0
4.700    0.000    0.000      0
4.800    0.000    0.000      0
4.900    0.000    0.000      0
5.000    0.000    0.000      0
