117.584020     32.036494
117.607640     31.962313
0.200    0.000    0.000      0
0.300    0.000    0.000      0
0.400    0.000    0.000      0
0.500    1.040    0.000      1
0.600    1.040    0.000      1
0.700    1.020    0.000      1
0.800    1.020    0.000      1
0.900    1.000    0.000      1
1.000    1.000    0.000      1
1.100    1.020    0.000      1
1.200    1.020    0.000      1
1.300    1.040    0.000      1
1.400    1.040    0.000      1
1.500    1.040    0.000      1
1.600    1.060    0.000      1
1.700    1.060    0.000      1
1.800    1.080    0.000      1
1.900    1.100    0.000      1
2.000    1.100    0.000      1
2.100    1.100    0.000      1
2.200    1.120    0.000      1
2.300    1.120    0.000      1
2.400    1.120    0.000      1
2.500    1.120    0.000      1
2.600    1.100    0.000      1
2.700    1.100    0.000      1
2.800    1.100    0.000      1
2.900    1.100    0.000      1
3.000    1.100    0.000      1
3.100    1.080    0.000      1
3.200    1.080    0.000      1
3.300    1.080    0.000      1
3.400    1.080    0.000      1
3.500    1.080    0.000      1
3.600    1.100    0.000      1
3.700    1.100    0.000      1
3.800    1.120    0.000      1
3.900    1.140    0.000      1
4.000    1.180    0.000      1
4.100    1.220    0.000      1
4.200    1.260    0.000      1
4.300    1.320    0.000      1
4.400    0.000    0.000      0
4.500    0.000    0.000      0
4.600    0.000    0.000      0
4.700    0.000    0.000      0
4.800    0.000    0.000      0
4.900    0.000    0.000      0
5.000    0.000    0.000      0
