117.584020     32.036494
117.607640     31.962313
0.200    1.220    0.000      1
0.300    1.240    0.000      1
0.400    1.220    0.000      1
0.500    1.160    0.000      1
0.600    1.160    0.000      1
0.700    1.160    0.000      1
0.800    1.160    0.000      1
0.900    1.220    0.000      1
1.000    1.260    0.000      1
1.100    1.280    0.000      1
1.200    1.300    0.000      1
1.300    1.340    0.000      1
1.400    1.400    0.000      1
1.500    1.440    0.000      1
1.600    1.480    0.000      1
1.700    1.500    0.000      1
1.800    1.541    0.000      1
1.900    1.541    0.000      1
2.000    1.561    0.000      1
2.100    1.601    0.000      1
2.200    1.621    0.000      1
2.300    1.641    0.000      1
2.400    1.581    0.000      1
2.500    1.561    0.000      1
2.600    1.601    0.000      1
2.700    1.681    0.000      1
2.800    1.802    0.000      1
2.900    1.923    0.000      1
3.000    0.000    0.000      0
3.100    0.000    0.000      0
3.200    0.000    0.000      0
3.300    0.000    0.000      0
3.400    0.000    0.000      0
3.500    0.000    0.000      0
3.600    0.000    0.000      0
3.700    0.000    0.000      0
3.800    0.000    0.000      0
3.900    0.000    0.000      0
4.000    0.000    0.000      0
4.100    0.000    0.000      0
4.200    0.000    0.000      0
4.300    0.000    0.000      0
4.400    0.000    0.000      0
4.500    0.000    0.000      0
4.600    0.000    0.000      0
4.700    0.000    0.000      0
4.800    0.000    0.000      0
4.900    0.000    0.000      0
5.000    0.000    0.000      0
