117.794810     31.696889
117.828820     31.855468
0.200    0.000    0.000      0
0.300    0.000    0.000      0
0.400    0.000    0.000      0
0.500    0.000    0.000      0
0.600    0.000    0.000      0
0.700    0.000    0.000      0
0.800    0.000    0.000      0
0.900    0.000    0.000      0
1.000    1.460    0.000      1
1.100    1.480    0.000      1
1.200    1.560    0.000      1
1.300    1.600    0.000      1
1.400    1.640    0.000      1
1.500    1.660    0.000      1
1.600    1.680    0.000      1
1.700    1.720    0.000      1
1.800    1.740    0.000      1
1.900    1.760    0.000      1
2.000    1.780    0.000      1
2.100    1.800    0.000      1
2.200    1.820    0.000      1
2.300    1.820    0.000      1
2.400    1.840    0.000      1
2.500    1.860    0.000      1
2.600    1.900    0.000      1
2.700    1.961    0.000      1
2.800    1.981    0.000      1
2.900    1.981    0.000      1
3.000    1.961    0.000      1
3.100    1.961    0.000      1
3.200    1.961    0.000      1
3.300    1.961    0.000      1
3.400    1.981    0.000      1
3.500    2.001    0.000      1
3.600    2.001    0.000      1
3.700    1.981    0.000      1
3.800    1.981    0.000      1
3.900    1.961    0.000      1
4.000    1.941    0.000      1
4.100    1.901    0.000      1
4.200    1.881    0.000      1
4.300    1.881    0.000      1
4.400    1.861    0.000      1
4.500    1.861    0.000      1
4.600    1.861    0.000      1
4.700    1.861    0.000      1
4.800    1.841    0.000      1
4.900    1.841    0.000      1
5.000    1.821    0.000      1
